athlete,title,description,url,publish_date
Stephen Curry,Nick Wright Petitions WC Rival to Make Stephen Curry & LeBron James' NBA Dream Come True After Paris Olympics,"Days after revealing his proposal to unite LeBron James and Stephen Curry on the domestic, Nick Wright once again reiterates his point",https://www.essentiallysports.com/nba-active-basketball-news-nick-wright-petitions-wc-rival-to-make-stephen-curry-and-lebron-james-nba-dream-come-true-after-paris-olympics/,2024-08-13T12:44:22Z
Stephen Curry,"Stephen Curry's Olympics Struggle Had Steve Kerr Reconsidering Decade-Long Trust, per Ex-ESPN Host","Fox Sports analyst believes, despite their 10-year relationship, Steve Kerr might have been tempted to reconsider his trust in Stephen Curry.",https://www.essentiallysports.com/nba-active-basketball-news-stephen-curry-s-olympics-struggle-had-steve-kerr-reconsidering-decade-long-trust-per-ex-espn-host/,2024-08-13T05:45:22Z
Stephen Curry,"Steph Curry Has Overcome Kevin Durant's Shadow With Paris Olympics Heroics, per Nick Wright",Nick Wright believes Stephen Curry's takeover in the final two games of the Paris Olympics has helped him overcome Kevin Durant's shadow,https://www.essentiallysports.com/nba-active-basketball-news-steph-curry-has-overcome-kevin-durant-s-shadow-with-paris-olympics-heroics-per-nick-wright/,2024-08-13T05:45:17Z
Stephen Curry,"Using Ray Allen, Fox Veteran Claims Stephen Curry Didn’t Save Team USA Amid Olympics MVP Debate",Ray Allen's clutch shots have set a benchmark for a radio host and he refuses to believe that Stephen Curry pulled off a similar feat.,https://www.essentiallysports.com/nba-active-basketball-news-using-ray-allen-fox-veteran-claims-stephen-curry-didnt-save-team-usa-amid-olympics-mvp-debate/,2024-08-13T05:44:27Z
Stephen Curry,"Stephen Curry 'Deserved' Olympics MVP Over LeBron for Twice Saving Team USA, Claims Stephen A. Smith","Stephen A. Smith admits that Stephen Curry deserved the MVP title over LeBron James at the Olympics, but is not fully against the decision.",https://www.essentiallysports.com/nba-active-basketball-news-stephen-curry-deserved-olympics-mvp-over-lebron-james-for-twice-saving-team-usa-claims-stephen-a-smith/,2024-08-13T04:22:50Z
Stephen Curry,"Topps unveils rare LeBron, Curry, Durant-signed Paris Olympics card","As rare as it was for LeBron James, Stephen Curry and Kevin Durant to team up for a handful of games this summer, now there is a collectable commemorating their time together at the Paris Olympics that's even rarer.",https://www.espn.com/nba/story/_/id/40839681/topps-announces-rare-lebron-curry-durant-signed-paris-olympics-card,2024-08-13T00:14:00Z
Stephen Curry,Predicting USA Basketball’s next Olympics men’s roster for 2028 Los Angeles Games,LeBron James and Stephen Curry won’t be there. Let’s predict Team USA’s men’s basketball roster for 2028 Olympics in Los Angeles.,https://www.sbnation.com/nba/2024/8/12/24218110/usa-basketball-olympics-2028-roster-los-angeles-games,2024-08-12T16:51:26Z
Stephen Curry,Stephen Curry had French announcers reeling during epic Olympic performance,"Stephen Curry was cold-blooded during the USA's victory over France in the 2024 Paris Olympics gold medal game, and his shooting prowess mortified French broadcasters.",https://nypost.com/2024/08/12/sports/stephen-curry-had-french-announcers-reeling-during-epic-olympic-performance/,2024-08-12T14:42:32Z
Stephen Curry,Fact Check: Did Stephen Curry Make McDonald's France Remove Classic Menu Item?,Stephen Curry and Team USA's gold medal win at the Paris Olympics gives McDonald's the chance to joke about removing a specific menu item.,https://www.essentiallysports.com/nba-active-basketball-news-fact-check-did-stephen-curry-make-mcdonald-s-france-remove-classic-menu-item/,2024-08-12T13:18:40Z
Stephen Curry,USA vs France Men’s Final Takes Over Caitlin Clark and Co.’s Title After Stephen Curry’s Heroics,Explore how Steph Curry's heroics in the USA vs. France gold medal game stole the spotlight from Caitlin Clark's Iowa days.,https://www.essentiallysports.com/wnba-basketball-news-usa-vs-france-mens-final-takes-over-caitlin-clark-and-co-s-title-after-stephen-currys-heroics/,2024-08-12T10:05:19Z
Sergio Agüero,8 Worst Panenka Penalties in Football History (Ranked),"Ranking the worst Panenka penalties in football history, featuring Raheem Sterling, Sergio Aguero and Gary Lineker.",https://www.givemesport.com/worst-panenka-penalties-football-history-ranked/,2024-07-08T20:00:26Z
Sergio Agüero,Sergio Aguero squares up to opponent after crunching tackle at star-studded 7-a-side tournament,Sergio Aguero was left fuming after finding himself on the wrong end of a terrible challenge during a seven-a-side match.The former Manchester City st,https://talksport.com/football/1909250/sergio-aguero-squares-up-angry-crunching-tackle-tst-7v7/,2024-06-05T19:31:27Z
Sergio Agüero,Rio Ferdinand admits he 'never got over' Sergio Aguero goal that sank Man Utd's title dreams,Manchester United legend Rio Ferdinand has confessed that he is yet to get over the pain of losing the Premier League title to Sergio Aguero's dramatic goal for Manchester City,https://www.manchestereveningnews.co.uk/sport/football/football-news/manchester-united-ferdinand-aguero-goal-29223269,2024-05-23T09:04:22Z
Sergio Agüero,Argentina teenager smashes 21-year record held by Sergio Aguero with debut,Sergio Aguero’s record as the youngest player to appear in a professional match in Argentina was broken on Thursday - after more than 20 years.It co,https://talksport.com/football/1872057/argentina-mateo-apolonio-21-year-record-sergio-aguero/,2024-05-17T09:34:05Z
Sergio Agüero,"Troy Deeney claims goal vs Leicester is more famous than David Beckham’s free-kick, Man United’s treble and only on par with Sergio Aguero","Troy Deeney has claimed his play-off semi-final goal against Leicester City is in the top-two most memorable moments in football, ever.It’s 11 years",https://talksport.com/football/1863909/troy-deeney-goal-watford-leicester-david-beckham-free-kick-sergio-aguero/,2024-05-12T13:22:31Z
Sergio Agüero,Sergio Aguero reveals a Premier League rival tried to sign him before Man City,"Sergio Aguero is a legend at Manchester City, but things could have turned out very differently for him in England.Despite delivering one of football'",https://talksport.com/football/1859177/sergio-aguero-man-city-chelsea-barcelona-frank-lampard/,2024-05-08T12:34:39Z
Sergio Agüero,I scored dramatic Carlisle goal and put Jeff Stelling 'on the map' before shock career change but I'm back in football and winning promotion,"Forget Troy Deeney against Leicester and Sergio Aguero against Queens Park Rangers, Jimmy Glass is the ultimate last-minute saviour.The day was 8 May,",https://talksport.com/football/1858258/jimmy-glass-carlisle-goal-wimborne/,2024-05-08T08:30:00Z
Sergio Agüero,Sergio Aguero sends Darwin Nunez message as key for Liverpool turnaround explained,Sergio Aguero has backed Darwin Nunez to find the goalscoring touch after several weeks of poor form for Liverpool,https://www.liverpoolecho.co.uk/sport/football/football-news/sergio-aguero-sends-darwin-nunez-29079425,2024-04-29T12:19:49Z
Sergio Agüero,Sergio Aguero predicts big Bernardo Silva and Kevin De Bruyne Man City decisions,Manchester City will be hopeful of keeping Bernardo Silva and Kevin De Bruyne this summer,https://www.manchestereveningnews.co.uk/sport/football/football-news/sergio-aguero-predicts-big-bernardo-29071649,2024-04-27T12:00:00Z
Sergio Agüero,"Premier League icon beats big-earning poker pro to £42,000 pot as he keeps low profile at table in hoodie and sunglasses","SERGIO AGUERO claimed a huge £42,000 after winning a poker tournament while disguising himself to avoid being recognised.The Manchester City legend,",https://www.thesun.ie/sport/12729018/sergio-aguero-poker-hoodie-sunglasses-man-city/,2024-04-11T10:01:55Z
Kobe Bryant,Nike Kobe 9 Elite Protro “What The” Returning In 2025,"The Nike Kobe 9 Elite Protro, a popular Kobe Bryant silhouette, is returning in the vibrant ""What The"" colorway.",https://www.hotnewhiphop.com/833321-nike-kobe-9-elite-protro-what-the-releasing-in-2025-sneaker-news,2024-08-13T15:00:00Z
Kobe Bryant,Kobe Bryant: Top 3 Most Expensive Memorabilia Sold in Auctions,"After the recent record-breaking auctions of Kobe Bryant's memorabilia, see which pieces of his career are more valuable than others.",https://www.essentiallysports.com/nba-legends-basketball-news-kobe-bryant-top-three-most-expensive-memorabilia-sold-in-auctions/,2024-08-13T12:30:17Z
Kobe Bryant,"Shaquille O'Neal Admits Meeting Kobe Bryant's Mom and Sister After Father Joe's Tragic Demise, Shares Parting Advice",Shaquille O'Neal gets emotional at Shaq-a-Licious launch recalling bitter regret after Kobe Bryant's passing.,https://www.essentiallysports.com/nba-legends-basketball-news-shaquille-oneal-admits-meeting-kobe-bryants-mom-and-sister-after-father-joes-tragic-demise-shares-parting-advice/,2024-08-13T11:00:17Z
Kobe Bryant,Matt Barnes Reveals Kobe Bryant's 20 Year Massive Plan Before Devastating Tragedy Ruined It,Matt Barnes reveals the big plans Kobe Bryant had for the next 20 years before the NBA world got robbed of one of it's greatest stars.,https://www.essentiallysports.com/nba-legends-basketball-news-matt-barnes-reveals-kobe-bryants-twenty-year-massive-plan-before-devastating-tragedy-ruined-it/,2024-08-13T11:00:08Z
Kobe Bryant,Wish to Overpower Kobe Bryant Ended for Ex-NBA Star's 5YO Son After Lakers Legend's Memorable Encounter in 2015,Former NBA star reveals the instance when Kobe Bryant instilled the invaluable lesson of Mamba Mentality in his son,https://www.essentiallysports.com/nba-legends-basketball-news-wish-to-overpower-kobe-bryant-ended-for-ex-nba-stars-five-yo-son-after-lakers-legends-memorable-encounter-in-two-thousand-fifteen/,2024-08-13T02:15:15Z
Kobe Bryant,Kobe Bryant's Eldest Daughter Natalia Has Grown Into a REAL BEAUTY!,"Natalia Bryant, Kobe Bryant's eldest daughter, is 21 now and coming into her own as a young adult in Hollywood and beyond.",https://www.cheatsheet.com/entertainment/kobe-bryant-eldest-daughter-natalia-grown-into-real-beauty.html/,2024-08-12T21:24:37Z
Kobe Bryant,Vanessa Bryant Reveals Kobe Logo For 2028 Los Angeles Olympics,Vanessa Bryant designed the 2028 Los Angeles Olympics logo inspired by her late husband Kobe Bryant and his Mamba Mentality.,https://hollywoodlife.com/2024/08/12/vanessa-bryant-reveals-kobe-logo-for-2028-la-olympics/,2024-08-12T21:21:12Z
Kobe Bryant,"Respecting Vanessa Bryant’s Authority, Jake Paul Demands Nike to Treat ‘Kobe Brand’ Same as Michael Jordan’s Brand","After the US men’s basketball team clinched gold in the 2024 Olympics, Jake Paul demanded a complete brand around Kobe Bryant from Nike.",https://www.essentiallysports.com/boxing-news-respecting-vanessa-bryant-s-authority-jake-paul-demands-nike-to-treat-kobe-brand-same-as-michael-jordan-s-brand/,2024-08-11T13:34:13Z
Kobe Bryant,"Kobe Bryant holds a stunning Team USA record that LeBron James will never top, no matter what happens at the 2024 Paris Olympics","No matter what LeBron James does in the 2024 Olympics, The King is not catching Kobe Bryant.Bryant, a Los Angeles Lakers legend, was the perfect answe",https://talksport.com/olympics/1955083/olympics-lebron-james-kobe-bryant-usa-serbia-nba-jordan/,2024-08-08T16:25:48Z
Kobe Bryant,Ex-NBA Star Admits Crying Over Lakers Legend's Proud Celebration on Enemy Turf,A former NBA star has revealed how his loss at the hands of Kobe Bryant-led LA Lakers changed his perspective.,https://www.essentiallysports.com/nba-legends-basketball-news-kobe-bryant-just-deflated-my-whole-life-ex-nba-star-admits-crying-over-lakers-legends-proud-celebration-on-enemy-turf/,2024-08-07T13:30:21Z
Marcel,Romanian prime minister won’t attend Olympics closing ceremony to protest judges’ treatment of gymnasts,Romanian Prime Minister Marcel Ciolacu is refusing to attend the Olympics closing ceremony in protest over the women’s floor exercise final earlier this week in which two Romanian gymnasts did not make the medal stand.,https://edition.cnn.com/2024/08/07/sport/romanian-prime-minister-gymnasts-olympics-spt/index.html,2024-08-07T12:26:14Z
Marcel,Olympic gymnastics: Romanian PM to boycott closing ceremony over inquiry,Romania’s Prime Minister Marcel Ciolacu said he will boycott the Paris Olympics’ closing ceremony after an inquiry awarded a bronze medal to U.S. gymnast Jordan Chiles instead of Romania's Ana Barbosu.,https://apnews.com/article/olympics-2024-gymnastics-inquiry-ef431dcbb3f0bef17fef05b7e78c3bf9,2024-08-06T19:24:45Z
Marcel,Romanian PM to boycott Olympics’ closing ceremony after ‘scandalous situation’ in gymnastics ruling,"Prime Minister Marcel Ciolacu promised Romania would honor Ana Barbosu and fifth-place finisher Sabrina Maneca-Voinea as Olympic medalists, ‘including in terms of the prizes’",https://www.theglobeandmail.com/sports/olympics/article-romanian-pm-to-boycott-olympics-closing-ceremony-after-scandalous/,2024-08-06T16:41:10Z
Marcel,Romanian PM to boycott Olympic closing ceremony in gymnastics protest,"Romania’s prime minister, Marcel Ciolacu, will boycott the closing ceremony of the Olympics because of the demotion of Ana Barbosu from the bronze medal position",https://www.theguardian.com/sport/article/2024/aug/06/romanian-pm-to-boycott-olympics-closing-ceremony-in-gymnastics-protest,2024-08-06T16:02:37Z
Marcel,Fuel retailer Parkland Corp. lowers 2024 earnings forecast as consumer demand falls,CEO Marcel Teunissen tells analysts that the overall economic environment has negatively impacted the company’s sales,https://www.theglobeandmail.com/canada/alberta/article-fuel-retailer-parkland-corp-lowers-2024-earnings-forecast-as-consumer/,2024-08-01T20:02:29Z
Marcel,'Dangerous' Wolverhampton sex offender facing jail as police praise victim's bravery,Marcel Evans was found guilty over a string of sex offences against a child between 1988 and 1993,https://www.birminghammail.co.uk/black-country/dangerous-wolverhampton-sex-offender-facing-29622655,2024-07-27T08:01:44Z
